N° Enr.;ID_Potentialité;IDZoneIDCadre;Potentialités;Ressources;IDZone;IDCadre
326;895;1401040829;Proximité par rapport à Douala (Zone industrielle de Bonabéri);"Existence d’une carrière de pouzzolane sur la route Bakossi, de 05 carrières de sable à Bona Ollo, Ngondo, Badjoki, Balondo, d’une carrière de pierre à Boneko 
Présence de fleuves et rivières
Présence de la PHP/SBM";140104;0829
327;896;1401040921;"Abondance de produits agricoles et animaux
Abondance de ressources naturelles (bois, sable)";"Présence de 04 marchés en zone urbaine et d’un marché de vivre à Bonkeng
Existence d’un réseau routier dense en zone urbaine
Proximité de la Commune par rapport à la route nationale N° 5
Présence d’espace permettant de créer un marché 
Présence de marchés hebdomadaires dans les villages (Ngondo, Balondo)
Proximité de la capitale économique (Douala)
";140104;0921
328;897;1401040545;"Proximité par rapport à Douala
";"Présence d’une antenne relais ORANGE, MTN, CAMTEL (Loum)
Présence d’un bureau Campost";140104;0545
329;898;1401040741;Affiliation du personnel communal à la CNPS;"Présence des ouvriers agricoles de la PHP/SBM
Présence de nombreux fonctionnaires";140104;0741
330;899;1401040517;"Localisation à proximité de Douala
Couverture d’une majeure partie de l’espace urbain par l’énergie électrique
Bon signal des différentes télévisions (CRTV, Canal 2, STV etc…)
";Présence de 01 câblo distributeur;140104;0517
10;902;1705040930;"Diversité des spéculations agricoles.
Dynamisme des populations avec une main d’œuvre abondante.
Relief favorable
Climat favorable pour les cultures vivrières.
Transformation locale du manioc.
Existence de plusieurs GIC et organisations agricoles (Plus de 70)
Fertilité des sols
Forte productivité agricole : maïs (10 tonnes/ha), manioc (75/ha), macabo (20 100KG/ha), Pomme de terre (25t /ha), arachides (2t /ha) Café (2t /ha), Patate (5 t/ha), Haricot (10 t/ha), plantain (2400 t/an).
Main d’œuvre dynamique
Existence de 11 postes agricoles dont 02 non construits.
Présence de plusieurs espaces cultivables.
Utilisation des intrants et de la fiente pour booster les productions.
Existence de quelques pépinières de café.
Forte présence des cultures maraichères : production moyenne par bassin.
Choux (700t/an ) carottes (10t/an) , Tomate, Poivron, Poireau 700t/an, Piment (8 t/an), Morelle, légumes divers.
Présence de plusieurs vergers (safout, avocat, orange, mangue, papaye…).";"Insuffisance d’encadrement technique.
Manque de personnels et de moyens logistiques pour accompagner les organisations paysannes.
Difficultés d’accès aux intrants et aux semences améliorées.
Baisse progressive des productions et des rendements.
Faible maîtrise des techniques agricoles modernes et de gestion durable des terres.
Insuffisance d’appui financier aux Associations et Groupements d’agriculteurs.
Outillage rudimentaire, faible mécanisation.
Difficultés d’écoulement des produits agricoles, mauvais état des pistes d’évacuation.
Insuffisance des structures de stockage (5) et difficultés de conservation des produits agricoles.
Faible maîtrise des techniques de conservation des produits agricoles.
Régularité des inondations.
Perturbation des cycles et calendriers agricoles.
Maladies et attaques des plantes (Pourriture, pourridié, insectes ravageurs)
Difficulté de commercialisation des produits agricoles.
Divagation des bêtes conflits agro pastoraux.
Fermeture de plusieurs coopératives.";170504;0930
331;903;1705040931;"Disposition de la population à l’élevage.
Disposition de la population à l’élevage de la volaille.
Existence de plusieurs zones marécageuses favorable à la pisciculture (Lacs, abords des cours d’eau )
Pratique de la pisciculture .
Existence de plusieurs porcheries.
Existence de plusieurs poulaillers.
Élevage diversifié.
Existence de plusieurs organisations d’éleveurs (Environ 30).
Présence des étangs dotés des espèces aquatiques (Silures, carpes, tilapias) à Batchang.";"Absence de marché à bétail.
Insuffisance de moyens financiers pour de grand investissement.
Faible promotion de la pisciculture.
Coût élevé du matériel de pêche.
Ignorance des services vétérinaires par les éleveurs.
Difficulté d’intervention de poste vétérinaire.
Faible capacité d’intervention du centre zootechnique de Penka michel.
Accès difficile aux crédits.
Cout élevé des intrants d’élevage.
Difficulté d’évacuation des produits de l’élevage et de la pêche.
Insuffisance du personnel vétérinaire.
Ignorance des populations des services offerts par les services techniques.";170504;0931
332;904;1705040640;"Existence de 1 Hôpital de district.
Existence de 02 Centres médicaux d’arrondissement.
Existence de 15 centres de santé publique.
Existence de 04 centres de santé privés et 07 cabinets de soins.
Existence des plantes médicinales.
Existence des tradipraticiens.
Taux de couverture du PEV élevé (90%)
Organisation des campagnes de sensibilisation pour la lutte contre le paludisme.
Distribution des moustiquaires imprégnées par le programme MILDA.
Effectivité de la distribution des compléments alimentaires à la petite enfance et des déparasitant.
Bon suivi des femmes enceintes dans les formations sanitaires.";"Insuffisance de médicaments dans les formations sanitaires.
Manque d’équipements hospitaliers.
Qualité du service hospitalier pas optimale, faible prise en charge des patients.
Insuffisance de campagnes de vaccination.
Insuffisance des campagnes de sensibilisation sur les IST et VIH/ SIDA.
Insuffisance du personnel médical et irrégularité du personnel en place.
Coût élevé des soins de santé.
Difficulté d’accès à l’eau potable et consommation des eaux non potables.
Prolifération des maladies hydriques et récurrence des cas de tuberculose.
Taux élevé du paludisme.
Absence d’électricité dans plusieurs formations sanitaires, de points d’eau potable, de clôture, de dispositif de traitement de déchets.
Usage des médicaments de la rue.
Faible fréquentation des hôpitaux et automédication.
Éloignement des centres de santé fournis en médicaments et équipement.
Insuffisance de moustiquaires imprégnées.
Augmentation du taux de morbidité en saison sèches.
Perturbation du climat et variations irrégulières des températures.
Difficultés d’évacuation des malades de par le mauvais état des routes.";170504;0640
333;905;1705040640;"Bonne connaissance de la maladie, des voies de contraction et des moyens de préservation
Présence de plusieurs formations sanitaires
Organisation des campagnes de sensibilisation dans les lieux publics
Organisation des campagnes de dépistages gratuits
Vente de matériel de préservation contre les IST SIDA (préservatifs)";"Faible prévention contre le VIH SIDA.
Faible dépistage des populations.
Insuffisance des campagnes de sensibilisation.
Tabous et forte emprise de la culture.
Stigmatisation.
Faible prise en charge des orphelins et des personnes vivantes avec le VIH-SIDA.
Vagabondage sexuel, promiscuité.
Absence des comités locaux de lutte contre le SIDA.
Insuffisance du personnel dans les formations sanitaires.";170504;0640
334;906;1705040415;"Existence de 30 Écoles maternelles dont 25 publiques et 05 privées.
Présence de 06 Écoles maternelles Bilingues.
Existence de 86 écoles primaires à cycle complet dont 08 Écoles Bilingues: (61 publiques et 25 privées)
Taux de scolarisation et de fréquentation des écoles élevé (95%)
Population motivée à la scolarisation enfants.
Existence des APEE et des conseils d’établissement dans la quasi-totalité des écoles.
Existence de quelques latrines modernes.
Existence de quelques clôtures et des aires de jeux et des points d’eau potable.
Présence du personnel enseignant qualifié dans les écoles.
Taux de fréquentation des filles élevé dans les écoles.
Fort taux de réussite aux examens.
Appui de l’élite par l’octroi des bourses et dotation des bancs et de matériels scolaires dans les écoles.";"Absence/insuffisance des écoles maternelles.
Insuffisance de salles de classes dans les écoles primaires et maternelles.
Insuffisance d’enseignants qualifiés.
Mauvaise qualité des infrastructures.
Éloignement des écoles existantes.
Manque/insuffisance de logement des enseignants.
Manque et insuffisance de tables bancs dans plusieurs écoles.
Manque et insuffisance de latrines dans plusieurs écoles.
Absence d’eau potable et d’électricité dans plusieurs écoles.
Insuffisance du paquet minimum et de bibliothèques scolaires.
Manque de matériel informatique dans les écoles.
Manque de blocs administratifs.
Manque de logements pour enseignants.
Couts élevés des charges éducatives (APE, fournitures, frais de scolarité dans les écoles privées).
Manque d’aires de jeux aménagées et parcs d’attraction dans les écoles.
Manque d’espaces verts et de reboisement dans les écoles.
Faible suivi des élèves par les parents.
Absence de rampes pour handicapés dans les écoles.";170504;0415
335;907;1705040425;"Existence de 18 établissements d’enseignement secondaire publics (03 CES, 02 CETIC, 03 Lycées Techniques, 07 Lycées Généraux, 03 Lycées Bilingues)
Présence de 04 collèges d’enseignement privés
Existence de plusieurs écoles primaires (78)
Volonté des jeunes élèves à poursuivre leurs études secondaires
Taux de fréquentation des filles élevé dans les lycées
Augmentation du nombre de filles dans les filières scientifiques
Présence des APEE et des Conseils d’établissements dans l’ensemble des établissements
Appui de l’élite par l’octroi des bourses et dotation des bancs et de matériels scolaires dans les écoles";"Insuffisance d’infrastructures.
Insuffisance de salles de classes.
Insuffisance et manque de latrines, d’eau potable, d’électricité dans plusieurs établissements.
Insuffisance de matériels de travaux pratiques dans les CETIC et Lycées Techniques.
Insuffisance d’enseignants et d’encadreurs dans les disciplines techniques.
Établissements non sécurisés.
Absence d’aires de jeux.
Manque de logement pour enseignants dans plusieurs écoles.
Existence des cas d’abandons scolaires.
Taux de déperdition scolaire élevé.
Absence des rampes pour handicapés dans les établissements.
Manque de bibliothèque et de salles multimédia.";170504;0425
