Enr;UnitePaysage;ID_PUGE;IDZone;Utilisation;Potentialite;Utilisateur;Probleme;Causes;Consequences;Solutions
688;Foret;787;140112;"Forets sacrees : rites traditionnels pharmacopee / inities et autorites traditionnelles.
";"Forets sacrees Presence de la faune (petits rongeurs, herbivores sauvages,  Petits carnivores, singes), bois deeuvre (Iroko, Bibinga, Padouk, Mangossi, Pachi), essences medicinales et produits forestiers non ligneux (Noisettes,Colae).
";;"Chasse abusive, deforestation.
Disparition des essences forestieres et des plantes medicinales.
Feux de brousse.
Rarete des ressources fauniques.
";;;"Interdiction de la profanation.
Renforcer leinterdiction deacces."
689;Zones de peturage  ;788;140112;"Construction des abreuvoirs.
Peturage / Colonie bororos.

";Sol peu fertile sur les flancs de colline et difficile deacces.;;"Insuffisance de peturage.
Conflits agropastoraux.
Absence de marche e betail, de chevres et autres produits de leelevage (porcs, poulets, etc.).
Insuffisance deingredients dans les depets dealiments deelevage de la ville.
Maladie (peste porcine) endemique qui decourage les jeunes eleveurs.
Divagation des betes (chevres et porcs) dans leespace urbain.

";;;"Delimitation des espaces agricoles et deelevage.
Amenagement des nouveaux peturages.
Creation des points de vente du betail.
Gestion des conflits par les autorites villageoises."
690;Bambou de chine;789;140112;"Production Des Cultures Principales Suivantes : maes, haricot, pomme de terre, chou, patate, macabo, igname, palmier e huile, manioc, maraichers, cacao et cafe / Populations.
";Fort potentiel de sols fertiles.;;"Faible capital deinvestissement.
Baisse de la fertilite et epuisement des sols.
Erosion des sols.
Conflits agro- pastoraux.
Feux de brousse.
Faible maetrise des bonnes techniques culturales de production.
Faible niveau de mecanisation.
enorme perte post recolte.
Mauvais etat des routes et pistes.

";;;"Former les populations e la pratique des methodes culturales appropriees.
Renforcement des systemes et pratiques agroforestiers existants.
Mise sur pied deun comite de gestion et de reglement de differends.
Sensibilisation contre leusage des pesticides.
Amenager les voies deacces aux bassins agricoles.
"
691;Zones d'habitation;790;140112;Habitats / Populations, Administrations.;Fort potentiel des sols sablo- lateritiques artificiels, sols nus.;;"Habitats en materiaux provisoires et construction anarchique.
Divagation des betes.
Conflits agropastoraux.
Pas de decharge municipale ni de cimetiere.
Absence de gare routiere.
Insuffisance deassainissement de la ville.
";;;"Creation des points de decharge des ordures et deun cimetiere.
elaboration des documents de planification (POS, PSU).
Vulgarisation du materiel durable de construction.
Construction deune gare routiere.
Amelioration de leassainissement de la ville.
"
668;Foret;767;140113;"Bois deeuvre, bois de chauffe, chasse, cueillette, champs de pistache, bananes douce, manioc etc), cacao plantes medicinales, agrumes.
Accessibles seulement sur permission du proprietaire, surtout quand on est etranger. Leachat est aussi une option viable pour utiliser cet espace.";Haute fertilite due e la presence de lehumus et du couvert vegetal, richesse faunique et floristique, PFNL, fruits sauvages, Cultures de rente.;La technologie utilisee est encore rudimentaire et se resume e la machette, e la hache pour leabattage et dans une moindre mesure e la troneonneuse.;eloignement des zones habitees, mauvais etat des pistes des champs, difficulte deevacuation des produits agricoles vers le village, mauvaise croissance des arbres, acces difficile.;;Aucune dans la mesure oe elle doit etre rehabilitee dans un premier temps afin de faciliter la recomposition du potentiel faunique et floristique.;Reboisement et enregistrement deune portion de foret comme FORET COMMUNALE.
669;Bas-fond;768;140113;"Pratique des cultures maraicheres (tomates, gombo, legumes, riz, eetc.), realisation des etangs piscicoles.
Utilisation et gestion familiale, location au cas oe leon est etranger.";Cultures de contre saison, grande superficie des sites, taux de fertilite eleve, sable, argile, exploitation du sable, irrigation.;Materiel de travail utilise reste rudimentaire.;Acces difficile, abondance deepiphytes et de lianes, pourritures des produits lors des inondations, parasites, rongeurs, inondations.;;;Formation des populations sur des techniques permettant une meilleure viabilisation des sites.
670;Collines rocheuses;769;140113;Des 5 villages concernes, 3 neen font aucun usage, 1 se sert des calottes de terres existantes pour les cultures vivrieres et 1 y a installe des carrieres deextraction des pierres. Des 05 villages concernes, le contrele est libre pour 03 seulement deentre eux.;Possibilite de revenus importants avec les carrieres de pierres, abondance deAloes Vera dans certains cas.;"Les roches sont brisees en y mettant le feu qui cree des fissures e travers lesquelles des burins sont inseres pour briser la roche.
Le gravier est obtenu par concassage e leaide de marteaux.";Acces et exploitation difficiles, evacuation difficile des biens e emporter, ignorance des techniques deexploitation des roches, erosion.;;;"Reglementation de leexploitation des roches e pierres par la commune ; Subvention des exploitations pour leacquisition du materiel de travail adequat."
671;Jachere;770;140113;Aucune La gestion quant e elle est assuree par un proprietaire qui peut mettre en location ou vendre surtout dans les zones urbanisees.;Terrain pouvant servir e un autre type deexploitation (elevage, construction etc).;Techniques rudimentaires (machettes, houes et autres).;Risques de conflits entre agriculteurs et eleveurs e cause de la proximite avec le village.;;etant donne leur proximite avec les habitations, une utilisation probable serait de les inclure dans les zones e urbaniser.;Inciter leelevage en enclos, ce qui diminuerait beaucoup les conflits avec les eleveurs. Deautre part, les actions visant e sensibiliser les proprietaires aux regles foncieres doivent etre de mise.
672;Cours deeau;771;140113;"Cultures maraicheres et vivrieres.
Pour ce qui est du contrele, il est libre dans les villages.";Cultures de contre saison, pratique de peche artisanale, realisation des etangs piscicoles, possible extraction du sable.;Techniques rudimentaires (machettes, houes et autres).;Abondance de haricots sauvage qui detruit les plantes, nematodes, pourriture par inondation.;;;Former les riverains e une utilisation ecologique de cet espace et des environs.
673;Zones agricoles   ;772;140113;"Cacao, maes, palmiers e huile, manioc, arachides, bananiers plantains, piment...etc.
Acces libre aux autochtones, acces contrele par les proprietaires pour les allogenes.";Forte production, zone cynegetique, plantes medicinales.;Techniques rudimentaires (machettes, houes et autres).;Presence de rongeurs, ignorance de techniques de fertilisation des sols, pauvrete croissante des sols, insectes et ennemis des cultures.;;etant assez eloignees des zones dehabitation, leur utilisation.;Former les paysans sur les techniques de conservation des sols.
575;Zones d'habitation;668;140202;;;;Difficulte deacces e la zone dehabitat en milieu urbain et en milieu rural.;"Absence deun plan sommaire deurbanisation.
Relief accidente dans leespace communal.";"Constructions anarchiques et parfois sur des sites dangereux (flancs de montagnes, bas fonds).
Absence de delimitation des domaines (public, prive, communal).
Risque deeffondrement des maisons dans les zones deeboulement de terres (zone Nord ouest: Behack, Bangope, Ndokollo).
";"definition des lotissements dans la peripherie urbaine de Ndobian.
Conception et mise en euvre deun schema deamenagement urbain de la Commune de Ndobian."
576;Zone de foret ( Foret Sacre, Foret Galerie, Reserve forestiere) ;669;140202;;;;Difficulte e conserver les parcelles de foret.;"Coupe anarchique des arbres.
Pratique recurrente du feu de brousse .";"Modification des temperatures.
Changement des saisons (irregularite des pluies).
Modification du calendrier agricole.
Condition favorable e leavancee du desert dans la commune.
Augmentation du coefficient de ruissellement.";"Implication des populations dans la creation des forets communautaires dans les villages.
Sensibilisation des populations aux mefaits du feu de brousse."
577;Ressource en eau;670;140202;;;;Difficulte pour les populations e faire usage de la ressource en eau disponible e certains endroits dans leur environnement.;Depet deordures menageres dans les lits de cours deeaux.;"Mauvaise qualite de leeau de source (eau trouble).
Encombrement des lits de cours deeau.
Developpement des gites de moustiques dans les quartiers et villages environnants. ";"Sensibilisation et education des populations aux mesures de gestion des ordures menageres (ne plus jeter les ordures menageres dans les cours deeaux).
"
578;Zone de monoculture;671;140202;;;;"Difficulte deobtenir une parcelle pour la creation deune plantation.
";Occupation des espaces par la SOPALTO.;"Reduction des possibilites deacces e la terre (faible capacite des jeunes e obtenir des espaces pour la creation des plantations).
Conflits entre les populations et la SOPALTO.";"Definition deune strategie pour la compensation des populations.
"
579;Bas fond marecageux;672;140202;;;;Difficulte e proteger les ecosystemes dans les zones humides.;"Destruction des plants de raphias dans les bas fonds.
Amenagement non approprie des bas fonds existant.";"Disparition des essences humides (diminution de la diversite biologique).
Destruction des ecosystemes dans la zone marecageuse.";"Mise en place deun plan deamenagement des bas fonds marecageux.
Plantation des raphias dans les bas fonds marecageux."
580;Poches d'eboulement de terre;673;140202;;;;Difficulte e stabiliser les terres dans certaines zones dehabitation.;"Existence des fortes pentes en amont.
Absence des canaux construits pour leevacuation des eaux de pluie.
Destabilisation du sol en aval des fortes pentes par les eaux de ruissellement .
Absences deexutoires en aval des fortes pentes .";"Les eaux de ruissellement pendant la saison de pluie passe ne importe oe.
Les tranches naissent progressivement pour favoriser les glissements de terrain.
Destruction des maisons dehabitation et affaissement des voies deacces.
";"Sensibilisation et education des populations e la gestion des zones e ecole fragile (evacuation des zones deeboulement).
Construction des canaux deevacuation des eaux de ruissellement en amont.
Canalisation des eau de ruissellement.
Plantation des arbres pour la stabilisation du sol (zones deeboulement)."
570;Zone d'habitation (Rurale, Urbain, ...);663;140301;;;;Difficulte deacces e la zone dehabitat en milieu urbain.;"Espace reduit en zone urbaine pour la construction des immeubles ou autres infrastructures.
Absence du plan sommaire deurbanisation.";Constructions anarchiques et parfois sur des sites dangereux.;"Viabiliser les lotissements dans la peripherie urbaine de Dizangue.
elaborer le Plan Sommaire deurbanisation de la commune de Dizangue."
571;Cours d'eau / Rivieres ;664;140301;;;;Difficulte e gerer leespace sur les berges des lacs et des fleuves.;"Les berges du lac OSSA sont des aires protegees et ces zones sont des falaises.
La reglementation fonciere en vigueur est mal connue des populations.
Chevauchement entre la loi coutumiere et la legislation en vigueur pour ce qui concerne le foncier.
Absence deun plan deoccupation des sols.";"Cultures maraecheres non pratiquees dans la commune.
Litiges fonciers frequents.
Conflits agriculteurs eleveurs.
Occupation quelque peu desordonnee de leespace.";"elaborer et mettre en application un plan deoccupation de sol.
Sensibiliser et eduquer les populations sur le mecanisme deimmatriculation de leurs proprietes.
Delimiter et materialiser les zones deagriculture et les zones de peturage."
572;Zone de foret ( Foret Sacre, Foret Galerie, Reserve forestiere) ;665;140301;;;;Difficulte e conserver les parcelles de foret galerie existantes.;"Coupe anarchique des arbres e la recherche du bois de chauffe, du bois deeuvre et du bois pour la production du charbon de bois.
Pratique recurrente du feu de brousse.";"Changement climatique.
Longues distances e parcourir pour aller e la recherche du bois.
Perturbation du calendrier agricole.";"Impliquer les populations dans la creation des forets communautaires dans les villages.
Introduire dans les essences e planter les arbres fruitiers et les plantes medicinales.
Sensibiliser les populations sur les mefaits du feu de brousse."
