NEnr;IDZoneIDCadre;ID_Probleme;IDProbleme;Probleme;IDZone;Archive;IDCadre;IDSource;_MiseAJour
1 383;1702050243;1433;170205PB1433;Difficulte pour certaines familles e avoir acces au bien etre et leharmonie et faible epanouissement de la femme dans la commune;170205;0;0243;0;
1 384;1702050243;1434;170205PB1434;Difficulte pour certaines familles e avoir acces au bien etre et leharmonie et faible epanouissement de la femme dans la commune;170205;0;0243;0;
1 385;1702050742;1435;170205PB1435;Difficulte pour les personnes vulnerables e avoir acces aux facilites mises en place en leur faveur par leEtat;170205;0;0742;0;
1 386;1702050742;1436;170205PB1436;Difficulte pour les personnes vulnerables e avoir acces aux facilites mises en place en leur faveur par leEtat;170205;0;0742;0;
1 387;1702050742;1437;170205PB1437;Difficulte pour les personnes vulnerables e avoir acces aux facilites mises en place en leur faveur par leEtat;170205;0;0742;0;
1 388;1702050742;1438;170205PB1438;Difficulte pour les personnes vulnerables e avoir acces aux facilites mises en place en leur faveur par leEtat;170205;0;0742;0;
1 389;1702050742;1439;170205PB1439;Difficulte pour les personnes vulnerables e avoir acces aux facilites mises en place en leur faveur par leEtat;170205;0;0742;0;
1 390;1702050742;1440;170205PB1440;Difficulte pour les personnes vulnerables e avoir acces aux facilites mises en place en leur faveur par leEtat;170205;0;0742;0;
1 391;1702050742;1441;170205PB1441;Difficulte pour les personnes vulnerables e avoir acces aux facilites mises en place en leur faveur par leEtat;170205;0;0742;0;
1 392;1702050832;1442;170205PB1442;Difficulte deacces e leeau potable dans la commune de Kekem;170205;0;0832;0;
1 393;1702050832;1443;170205PB1443;Difficulte deacces e leeau potable dans la commune de Kekem;170205;0;0832;0;
1 394;1702050832;1444;170205PB1444;Difficulte deacces e leeau potable dans la commune de Kekem;170205;0;0832;0;
1 395;1702050832;1445;170205PB1445;Difficulte deacces e leeau potable dans la commune de Kekem;170205;0;0832;0;
1 396;1702050832;1446;170205PB1446;Difficulte deacces e leenergie electrique dans la commune de Kekem;170205;0;0832;0;
1 397;1702050832;1447;170205PB1447;Difficulte deacces e leenergie electrique dans la commune de Kekem;170205;0;0832;0;
1 398;1702050832;1448;170205PB1448;Difficulte deacces e leenergie electrique dans la commune de Kekem;170205;0;0832;0;
1 399;1702050832;1449;170205PB1449;Difficulte deacces e leenergie electrique dans la commune de Kekem;170205;0;0832;0;
1 400;1702050832;1450;170205PB1450;Difficulte deacces e leenergie electrique dans la commune de Kekem;170205;0;0832;0;
1 401;1702050832;1451;170205PB1451;Difficulte deacces e leenergie electrique dans la commune de Kekem;170205;0;0832;0;
1 402;1702050832;1452;170205PB1452;Difficulte deacces aux toilettes Ameliorees tant dans les villages que dans leespace urbain communal de Kekem;170205;0;0832;0;
1 403;1702050832;1453;170205PB1453;Difficulte deacces aux toilettes Ameliorees tant dans les villages que dans leespace urbain communal de Kekem;170205;0;0832;0;
1 404;1702050832;1454;170205PB1454;Difficulte deacces aux produits petroliers de qualite dans les villages dans la commune;170205;0;0832;0;
1 405;1702050832;1455;170205PB1455;Difficulte deacces aux produits petroliers de qualite dans les villages dans la commune;170205;0;0832;0;
1 406;1702050832;1456;170205PB1456;Difficulte deacces aux produits petroliers de qualite dans les villages dans la commune;170205;0;0832;0;
1 407;1702050425;1457;170205PB1457;Difficulte deacces e un enseignement de qualite dans les etablissements deenseignement secondaire de la commune de Kekem;170205;0;0425;0;
1 408;1702050425;1458;170205PB1458;Difficulte deacces e un enseignement de qualite dans les etablissements deenseignement secondaire de la commune de Kekem;170205;0;0425;0;
1 409;1702050425;1459;170205PB1459;Difficulte deacces e un enseignement de qualite dans les etablissements deenseignement secondaire de la commune de Kekem;170205;0;0425;0;
1 410;1702050425;1460;170205PB1460;Difficulte deacces e un enseignement de qualite dans les etablissements deenseignement secondaire de la commune de Kekem;170205;0;0425;0;
1 411;1702050425;1461;170205PB1461;Difficulte deacces e un enseignement de qualite dans les etablissements deenseignement secondaire de la commune de Kekem;170205;0;0425;0;
1 412;1702050425;1462;170205PB1462;Difficulte deacces e un enseignement de qualite dans les etablissements deenseignement secondaire de la commune de Kekem;170205;0;0425;0;
1 413;1702050425;1463;170205PB1463;Difficulte deacces e un enseignement de qualite dans les etablissements deenseignement secondaire de la commune de Kekem;170205;0;0425;0;
1 414;1702050425;1464;170205PB1464;Difficulte deacces e un enseignement de qualite dans les etablissements deenseignement secondaire de la commune de Kekem;170205;0;0425;0;
1 415;1702050735;1465;170205PB1465;Difficulte deacces e un emploi decent et e une structure de formation professionnelle dans la commune de Kekem;170205;0;0735;0;
1 416;1702050735;1466;170205PB1466;Difficulte deacces e un emploi decent et e une structure de formation professionnelle dans la commune de Kekem;170205;0;0735;0;
1 417;1702050735;1467;170205PB1467;Difficulte deacces e un emploi decent et e une structure de formation professionnelle dans la commune de Kekem;170205;0;0735;0;
1 418;1702050735;1468;170205PB1468;Difficulte deacces e un emploi decent et e une structure de formation professionnelle dans la commune de Kekem;170205;0;0735;0;
1 419;1702050741;1469;170205PB1469;Difficulte pour les travailleurs de tout secteur dans la commune e beneficier deune couverture de securite sociale dans la commune de Kekem;170205;0;0741;0;
1 421;1702050741;1471;170205PB1471;Difficulte pour les travailleurs de tout secteur dans la commune e beneficier deune couverture de securite sociale dans la commune de Kekem;170205;0;0741;0;
1 422;1702050741;1472;170205PB1472;Difficulte pour les travailleurs de tout secteur dans la commune e beneficier deune couverture de securite sociale dans la commune de Kekem;170205;0;0741;0;
1 423;1702050741;1473;170205PB1473;Difficulte pour les travailleurs de tout secteur dans la commune e beneficier deune couverture de securite sociale dans la commune de Kekem;170205;0;0741;0;
1 424;1702050523;1474;170205PB1474;Difficulte pour leinstitution communale e tirer profit du potentiel touristique qui existe et e offrir des infrastructures de loisirs aux populations dans la commune de Kekem;170205;0;0523;0;
1 425;1702050523;1475;170205PB1475;Difficulte pour leinstitution communale e tirer profit du potentiel touristique qui existe et e offrir des infrastructures de loisirs aux populations dans la commune de Kekem;170205;0;0523;0;
1 426;1702050523;1476;170205PB1476;Difficulte pour leinstitution communale e tirer profit du potentiel touristique qui existe et e offrir des infrastructures de loisirs aux populations dans la commune de Kekem;170205;0;0523;0;
1 427;1702050523;1477;170205PB1477;Difficulte pour leinstitution communale e tirer profit du potentiel touristique qui existe et e offrir des infrastructures de loisirs aux populations dans la commune de Kekem;170205;0;0523;0;
1 428;1702050033;1478;170205PB1478;Difficulte e preserver et e conserver le potentiel forestier et faunique existant dans la commune de Kekem;170205;0;0033;0;
1 429;1702050028;1480;170205PB1480;Difficultes deacces e un environnement sain et securise dans la commune de Keke;170205;0;0028;0;
1 430;1702050028;1481;170205PB1481;Difficultes deacces e un environnement sain et securise dans la commune de Keke;170205;0;0028;0;
1 431;1702050028;1482;170205PB1482;Difficultes deacces e un environnement sain et securise dans la commune de Keke;170205;0;0028;0;
1 432;1702050028;1483;170205PB1483;Difficultes deacces e un environnement sain et securise dans la commune de Keke;170205;0;0028;0;
1 433;1702050028;1484;170205PB1484;Difficultes deacces e un environnement sain et securise dans la commune de Keke;170205;0;0028;0;
1 434;1702050028;1485;170205PB1485;Difficultes deacces e un environnement sain et securise dans la commune de Keke;170205;0;0028;0;
1 435;1702050028;1486;170205PB1486;Difficultes deacces e un environnement sain et securise dans la commune de Keke;170205;0;0028;0;
1 436;1702050028;1487;170205PB1487;Difficultes deacces e un environnement sain et securise dans la commune de Keke;170205;0;0028;0;
1 437;1702050028;1488;170205PB1488;Difficultes deacces e un environnement sain et securise dans la commune de Keke;170205;0;0028;0;
1 438;1702050028;1489;170205PB1489;Difficultes deacces e un environnement sain et securise dans la commune de Keke;170205;0;0028;0;
1 439;1702050028;1490;170205PB1490;Difficultes deacces e un environnement sain et securise dans la commune de Keke;170205;0;0028;0;
1 440;1702050838;1491;170205PB1491;Difficulte e conduire avec aisance le processus de developpement urbain et de promotion de lehabitat social dans la commune;170205;0;0838;0;
1 441;1702050838;1492;170205PB1492;Difficulte e conduire avec aisance le processus de developpement urbain et de promotion de lehabitat social dans la commune;170205;0;0838;0;
1 442;1702050838;1493;170205PB1493;Difficulte e conduire avec aisance le processus de developpement urbain et de promotion de lehabitat social dans la commune;170205;0;0838;0;
1 443;1702050838;1494;170205PB1494;Difficulte e conduire avec aisance le processus de developpement urbain et de promotion de lehabitat social dans la commune;170205;0;0838;0;
1 444;1702050838;1495;170205PB1495;Difficulte e conduire avec aisance le processus de developpement urbain et de promotion de lehabitat social dans la commune;170205;0;0838;0;
1 445;1702050838;1496;170205PB1496;Difficulte e conduire avec aisance le processus de developpement urbain et de promotion de lehabitat social dans la commune;170205;0;0838;0;
1 446;1702050838;1497;170205PB1497;Difficulte e conduire avec aisance le processus de developpement urbain et de promotion de lehabitat social dans la commune;170205;0;0838;0;
1 447;1702050837;1498;170205PB1498;Difficulte deacces e un titre de propriete fonciere et e maitriser les procedures deoccupation des domaines dans la commune de Kekem;170205;0;0837;0;
1 448;1702050837;1499;170205PB1499;Difficulte deacces e un titre de propriete fonciere et e maitriser les procedures deoccupation des domaines dans la commune de Kekem;170205;0;0837;0;
1 449;1702050419;1500;170205PB1500;Difficulte pour les producteurs e avoir acces aux resultats de la recherche agricole et zootechnique et aux innovations dans la commune;170205;0;0419;0;
1 450;1702050419;1501;170205PB1501;Difficulte pour les producteurs e avoir acces aux resultats de la recherche agricole et zootechnique et aux innovations dans la commune;170205;0;0419;0;
1 451;1702050921;1502;170205PB1502;Difficulte deacces e une infrastructure adequate de marchande et e mener e bien les activites de commerce dans la commune de Kekem;170205;0;0921;0;
1 452;1702050921;1503;170205PB1503;Difficulte deacces e une infrastructure adequate de marchande et e mener e bien les activites de commerce dans la commune de Kekem;170205;0;0921;0;
1 453;1702050921;1504;170205PB1504;Difficulte deacces e une infrastructure adequate de marchande et e mener e bien les activites de commerce dans la commune de Kekem;170205;0;0921;0;
1 454;1702050921;1505;170205PB1505;Difficulte deacces e une infrastructure adequate de marchande et e mener e bien les activites de commerce dans la commune de Kekem;170205;0;0921;0;
1 455;1702050426;1506;170205PB1506;Difficulte pour les jeunes dans la commune e avoir acces aux informations sur les projets et programmes et aux structures de formation et deanimation dans la commune de Kekem;170205;0;0426;0;
1 456;1702050426;1507;170205PB1507;Difficulte pour les jeunes dans la commune e avoir acces aux informations sur les projets et programmes et aux structures de formation et deanimation dans la commune de Kekem;170205;0;0426;0;
1 457;1702050426;1508;170205PB1508;Difficulte pour les jeunes dans la commune e avoir acces aux informations sur les projets et programmes et aux structures de formation et deanimation dans la commune de Kekem;170205;0;0426;0;
1 458;1702050426;1509;170205PB1509;Difficulte pour les jeunes dans la commune e avoir acces aux informations sur les projets et programmes et aux structures de formation et deanimation dans la commune de Kekem;170205;0;0426;0;
1 459;1702050426;1510;170205PB1510;Difficulte pour les jeunes dans la commune e avoir acces aux informations sur les projets et programmes et aux structures de formation et deanimation dans la commune de Kekem;170205;0;0426;0;
1 460;1702050516;1511;170205PB1511;Difficulte deacces e une infrastructure sportive adequate dans la commune de Kekem;170205;0;0516;0;
1 461;1702050516;1512;170205PB1512;Difficulte deacces e une infrastructure sportive adequate dans la commune de Kekem;170205;0;0516;0;
1 462;1702050516;1513;170205PB1513;Difficulte deacces e une infrastructure sportive adequate dans la commune de Kekem;170205;0;0516;0;
1 463;1702050516;1514;170205PB1514;Difficulte deacces e une infrastructure sportive adequate dans la commune de Kekem;170205;0;0516;0;
1 464;1702050939;1515;170205PB1515;Faible developpement des PME dans la commune;170205;0;0939;0;
1 465;1702050939;1516;170205PB1516;Faible developpement des PME dans la commune;170205;0;0939;0;
1 466;1702050939;1517;170205PB1517;Faible developpement des PME dans la commune;170205;0;0939;0;
1 467;1702050939;1518;170205PB1518;Faible developpement des PME dans la commune;170205;0;0939;0;
1 468;1702050939;1519;170205PB1519;Faible developpement des PME dans la commune;170205;0;0939;0;
1 469;1702050939;1520;170205PB1520;Faible developpement des PME dans la commune;170205;0;0939;0;
1 470;1702050939;1521;170205PB1521;Faible developpement des PME dans la commune;170205;0;0939;0;
1 471;1702050829;1522;170205PB1522;Difficulte e mettre en valeur et e tirer grandement profit du potentiel des ressources naturelles existant dans la commune;170205;0;0829;0;
1 472;1702050829;1523;170205PB1523;Difficulte e mettre en valeur et e tirer grandement profit du potentiel des ressources naturelles existant dans la commune;170205;0;0829;0;
1 473;1702050829;1524;170205PB1524;Difficulte e mettre en valeur et e tirer grandement profit du potentiel des ressources naturelles existant dans la commune;170205;0;0829;0;
1 474;1702050846;1525;170205PB1525;Difficulte deacces e un moyen de transport adequat dans la commune de Kekem;170205;0;0846;0;
1 475;1702050846;1526;170205PB1526;Difficulte deacces e un moyen de transport adequat dans la commune de Kekem;170205;0;0846;0;
1 476;1702050846;1527;170205PB1527;Difficulte deacces e un moyen de transport adequat dans la commune de Kekem;170205;0;0846;0;
