Enr;IDPRessources;IDZone;Ressource;Caracteristique;UtilisationActuelle;Potentialite;Contrainte;ActionaMener;AccesControle;Archive;IDSource;_MiseAJour;CoordX;CoordY;CoordZ;ModeGestion;Tendances
222;263;170104;Chutes d'eau;Abandon;Site Touristique ;Important;Site non amenage ;Amenagement du site pour des fins touristiques;Pas De Control ; ;0;;0;0;0;;
223;264;170104;Bas fonds ;Surexploitation  et baisse de la fertilite des sols ;Population pour leagriculture maraechere et vivriere ;Important et tres fertile ;Dessechement du cours deeau Appauvrissement des sols Non maetrise des techniques culturales ;Restauration de la fertilite des sols des sols par des methodes adaptees;Proprietaires terriens et le chef du village; ;0;;0;0;0;;
224;265;170104;Zone de peturage;Surexploitation  et baisse de la fertilite des sols;Elevage des bovins Chasse Recolte plantes decimales et autres produits de montagne Agriculture vivriere et maraichere ;Vaste etendue de terrain avec des massifs montagneux et  rocheux par endroits Relief accidente par endroits Sols ferralitiques ;Feux de brousse Absence deun plan deamenagementDifficulte de gestion et deexploitation durable de la zone de peturage Envahissement de leespace par des especes non desirables Mauvaise gestion du peturage Manque de point deeau amenage Conflits agropastoraux ;Mettre en place un plan deamenagement et deexploitation durables ;Proprietaires terriens et le chef du village ; ;0;;0;0;0;;
225;266;170104;Collines;Surexploitation  et baisse de la fertilite des sols;Agriculture vivriere et maraichere ;Relief accidente  Sols ferralitiques ;Appauvrissement des sols ;Ameliorer la fertilite des sols par leutilisation de la matiere organique, des plantes ameliorantes et la construction des dispositifs antierosifs sur des espaces appropries ;Proprietaires terriens et le chef du village ; ;0;;0;0;0;;
227;268;170104;Monts;Surexploitation  et baisse de la fertilite des sols ;Population pour captage deeau et pour leagriculture ;important ;Appauvrissement des sols presence deeucalyptus Menace de dessechement ;Proteger leenvironnement avec des especes vegetales appropriees ;Proprietaires terriens et le chef du village ; ;0;;0;0;0;;
228;269;170104;Cours deeau;Surexploitation;Population pour irrigation des parcelles et pour besoins domestiques  Aussi pour abreuvement des betes;moyen ;Taris souvent en saison seche ;Proteger leenvironnement avec des especes vegetales appropriees ;libre; ;0;;0;0;0;;
229;271;170104;Chutes d'eau;;Non exploite ;Important;Manque deamenagement et acces difficile ;Amenager le site et la voix deacces e des   fins touristiques ;libre; ;0;;0;0;0;;
226;272;170104;Grottes;;Non exploite ;Important ;Manque deamenagement et acces difficile ;Amenager le site et la voix deacces e des   fins touristiques;libre; ;0;;0;0;0;;
230;273;170104;Bas fonds ;Surexploitation;Agriculture vivriere et maraicheres;Important;Appauvrissement des sols avec exploitation anarchique de leespace ;Amenager le site ;Proprietaires terriens et le chef du village et libre par endroit ; ;0;;0;0;0;;
231;274;170104;Raphia;Diminution vertigineuse de la population des Raphia   ;Populations locale pour extraction du vin raphia et pour utilisation des bambous  et nattes pour constructions et pour leartisanat ;Ressources naturelles renouvelables dans les exploitations familiales agricoles et tout le long des cours deeau Tres important ;Destruction abusive;Assurer de maniere permanente la regeneration par la creation de nouvelles plantations des raphia Elaborer et assurer la mise en oeuvre des Microprojets communautaires ou communales de plantation des raphias ;Proprietaires terriens ; ;0;;0;0;0;;
232;275;170104;Zone de polyculture;Baisse de la fertilite des sols ;Populations pour leAgriculture vivriere, de rente et fruitiere ;Vastes etendues de terre ;Appauvrissement des sols ;Ameliorer la fertilite des sols par des techniques culturales appropriees et par leutilisation des plantes ameliorantes et de la fumure organique ;Proprietaires terriens et le chef du village ; ;0;;0;0;0;;
233;276;170104;Forets;;Conseil des notables pour   Rites Traditionnels Recolte des plantes medicinales ;Important  Presence importante des especes fauniques et floristiques ;;;Chef de village Notables et les inities ; ;0;;0;0;0;;
234;277;170104;Cours deeau;Diminution du volume en saison seche ;Population du village pour des besoins domestiques ;Peu  important ;;;libre; ;0;;0;0;0;;
235;278;100501;Terres cultivables;;;;;;; ;0;;0;0;0;;
239;282;100501;Zone de peturage;Surpeturage;Cultures vivrieresPeturage;PeturagesZone propice e leElevage semi intensif;"Conflits agro-pastorauxDeboisementFeux de brousseCompactage des sols par les bovins ;Degradation des peturages";"Sensibilisation des populations contre les feux de broussePratique deAgroforesterie ;Cultures des plantes fourrageres";"Chefs traditionnels ;Patrimoine familiale"; ;0;;0;0;0;;
237;283;100501;Forets;Sur exploitation e des fins domestiques;"Cultures vivrieresExploitation forestiere illicite pour le bois de chauffe et deoeuvre ;Chasse ;";"Presence des plantes medicinales ;Presence des essences forestieres ;Presence de gisements auriferes (limite avec le Mbere)";"Deboisement (exploitation forestieres illegale)Feux de brousse ;Eloignement de la route ;Absence deactivites de reboisement";"Creation des forets communautairesSensibilisation des populations contre les feux de brousse ;Creation des aires protegees";"Chefs traditionnels ;Patrimoine familiale"; ;0;;0;0;0;;
236;284;100501;Ressources minieres;Exploitation artisanale peu rentable;"Exploitation miniere artisanaleAgriculture ;Chasse";Gisements aurifere au potentiel non evalue;"Degradation des sols ;Ignorance des techniques deexploitation et deexploration des ressources minieres ;Instabilite des sols et risque deaccident miniers";"Organisation des artisans miniers en cooperatives simplifiees ;Creation deun bureau deachat e la mairie ;Encadrement des artisans miniers";"Chefs traditionnels ;Patrimoine familiale"; ;0;;0;0;0;;
240;290;110201;Forets;Disparition de certaines especes animales et vegetales;Populations,Exploitants forestiers;Diversite des essences de boisProduits forestiers non ligneuxEspeces fauniquesPlantes medicinales.;Feu de brousseBraconnageExploitation abusive du boisAgriculture extensive;Sensibilisation sur la limitation des feux de brousseSensibilisation sur la reglementation forestiere en vigueur;"La Commune ; le poste de contrele forestier et de Chasse."; ;0;;0;0;0;;
238;291;110201;Carriere deargile blanche;Non exploitation;Libre;Gros gisement;Non exploitation;Exploitation industrielle.;non contreler ; ;0;;0;0;0;;
195;292;110201;Carrieres  de  sable;Faible exploitation;Exploitation partielle;Gisements existants;Acces difficile;Faciliter la commercialisation;population; ;0;;0;0;0;;
241;293;110201;Carrieres de pierres;Faible exploitation;Exploitation artisanale;Gisements existants;Absence deequipements;"Encadrer leexploitation agricole ;Mettre en place des exploitations industrielles";Population; ;0;;0;0;0;;
242;294;110201;Cours deeau;Disparition des especes aquatiques protegees;Peche;Poissons, Sable riviere, HippopotamesCrocodilesSerpents boas;Diminution du niveau des eaux des cours deeau en saison seche e Janvier-Mars e;Faire un etat des lieuxsensibilisation;population ; ;0;;0;0;0;;
243;295;110201;Terres cultivables;Decouragement;Agriculture;Terre assez abondantes et peu fertiles;Pourriture brune, capsides, rongeurs, perturbations du climat;Produits phytosanitaires, semences ameliorees, rotation des terres et utilisation des engrais;population; ;0;;0;0;0;;
244;296;110201;Lateritique ;Faible exploitation;;Assez important;Acces difficile;Faciliter la commercialisation;; ;0;;0;0;0;;
246;298;110201;Hydrographie;Exploitable;Boisson;Reserve deeau abondante;Non exploitation;Exploitation par captage et distribution;Population; ;0;;0;0;0;;
245;299;170704;Forets;pas deexploitatio n industrielle exploitation residuelle non contrelee ;Recolte du bois deeuvre et de chauffage par les riverains/ visiteurs  chasse e des fins commerciales par les populations locales et deorigines diverses Cultures vivrieres et de rente par les populations locales et etrangeres e la recherche des terres cultivables  construction des maisons dehabitation par les residents ;205 KM2  de forets naturelles  21 forets  sacrees de (250m2  e 25ha)  foret communale : (74 ha) foret recreative sols des forets fertiles Plantes medicinales PFNL Bois de chauffage terrains pour construction Richesse faunique;reserves forestieres non evaluees coupe anarchique du bois  Braconnage Feux de brousse ecobuage DAFOF non implantee et personnel du Poste forestier local reduit e 01 Agent Insuffisance des utilites transversales (points deeau, electricite, voies et moyens de communication, autres infrastructures sociales de base) dans les zones forestieres ;"evaluation du potentiel forestier et faunique valorisation du potentiel lutte contre le braconnage et leexploitation anarchique du bois Limitation des feux de brousse et de leecobuage Creation des pepinieres  creation des plantations  renforcement des capacites des  services techniques  Mise en place des utilites transversales (points deeau, electricite, voies et moyens de communication ; infrastructures sociales de base)  mise en place des structures administratives";MINFOF  MINEP  MINIMIDT   Chefs de villages ; ;0;;0;0;0;;
247;300;170704;Savane ;Sous exploitee ;Cultures vivrieres et de rente par les populations locales et etrangeres e la recherche des terres cultivables  chasse e des fins commerciales par les populations locales et deorigines diverses construction des maisons dehabitation /infrastructures sociales par les residents et leEtat Recolte de la paille pour matelas par les residents Petit elevage par les residents et les etrangers ;110 KM2  Sols fertiles, disponibles  Richesse faunique Bois de chauffage terrains pour construction ;Feux de brousse ecobuage Presence des rongeurs Insuffisance des utilites transversales (points deeau, electricite, voies et moyens de communication, autres infrastructures sociales de base) ;"Limitation des feux de brousse et de leecobuage  Appui, Organisation et encadrement des producteurs agropastoraux  Mise en place des utilites transversales (points deeau, electricite, voies et moyens de communication ; infrastructures sociales de base) mise en place des structures administratives deencadrement valorisation du potentiel Creation des pepinieres  creation des plantations  promotion de leelevage mise en place des micro huileries";Acces facile mais suivi par les chefs traditionne ls et les chefs des familles ; ;0;;0;0;0;;
248;301;170704;Hydrographie;Envasemen t des cours deeau Diminution de la biodiversite halieutique ;Utilisation du sable dans la construction par les residents Peche des produits halieutiques pour leautoconsomma tion par les residents  utilisation des ressources en eau par les riverains pour les cultures maraecheres et de contre saison culture du riz ;Produits halieutiques (poissons, crocodiles, crabes et crevettes) Carrieres de sable  Eau pour culture ;Utilisation des produits toxiques (pollution) Pistes deacces defectueuses, Penibilite du travail, Presence des reptiles et insectes nuisibles, Inondations recurrentes ;Sensibilisation des pecheurs sur leimpact de la disparition des especes halieutiques, consecutive e leutilisation des produits toxiques, Elaboration deun plan deamenagement des bas fonds pratique de lealevinage (acquaculture).;Acces facile, mais requiert leautorisati on prealable verbal des population s riveraines ; ;0;;0;0;0;;
249;302;110203;Sable, pierre (granite), laterite;;Operateurs economiques des arrondissements riverains;Plus de 85 % non exploite e Eyeng-Meyong;Acces difficile e la carriere deEyeng-MeyongCarriere de faible importance le long de la riviere Ngobo;Ouverture de la route Nloudou-Eyeng Meyong,Construire au moins 02 postes de peages sur les troneons menant e la carriere;Populations; ;0;;0;0;0;;
250;303;170704;Sols;pratique de la jachere faible taux deutilisation des fertilisants ;Cultures vivrieres et de rente par les populations locales et etrangeres e la recherche des terres cultivables;Fertilite et disponibilite ;menaces previsibles e la fertilite des sols resultant de la pratique des feux de brousse et de leecobuage, Degradation des sols des  flancs;Formation des agriculteurs sur les techniques culturales modernes et la GDT Promotion de leagriculture integree e leelevage,  pratique de la sylviculture pour freiner leerosion et   restaurer la fertilite des sols ;Facile mais sous le contrele du MINDAF, des autorites administra tives et des Chefs traditionne ls/familles ; ;0;;0;0;0;;
251;304;170704;Carrieres de pierres;pierres Intactes  carrieres de sable et de pierres sous-exploitees ;Extraction des materiaux de construction (Gravier, sable fin et Pierres) ;Sable  Pierres Laterite etudes necessaires pour la connaissance du potentiel du sous-sol;absence etude sur potentiel  Difficultes deacces  insuffisances financements   Potentiel e peine valorise ;Creation et amenagement des voies deacces Evaluation du potentiel  valorisation du potentiel  mise en euvre des mecanismes de suivi ;Facile et pas de gestion par le MINIMIDT ; ;0;;0;0;0;;
